sentence1,sentence2,label
"Although her early on @-@ stage style could be somewhat <unk> and aloof , in later years , Simone particularly seemed to enjoy engaging her audiences sometimes by recounting humorous anecdotes related to her career and music and by soliciting requests .","In 1987 , the original 1958 recording of "" My Baby Just Cares for Me "" was used in a commercial for <unk> No.",0
"Although her early on @-@ stage style could be somewhat <unk> and aloof , in later years , Simone particularly seemed to enjoy engaging her audiences sometimes by recounting humorous anecdotes related to her career and music and by soliciting requests .","The songs "" Mandatory Suicide "" and the title track , however , have become permanent features of the band 's live setlist .",1
"<unk> to disappear and live happily ever after with Epiphany , they moved to a tiny house in Ireland , courtesy of Finn , that was totally off the grid and far removed from any apparent trouble , the last place anyone would think to look for John .","That didn 't last long , though , as John realized he can never run from his past .",0
"<unk> to disappear and live happily ever after with Epiphany , they moved to a tiny house in Ireland , courtesy of Finn , that was totally off the grid and far removed from any apparent trouble , the last place anyone would think to look for John .",The next interchange for the M @-@ 5 freeway connects to Grand River Avenue and 10 Mile Road .,1
They returned February 2011 .,They redeployed back to <unk> December 2011 and returned July 2012 .,0
They returned February 2011 .,"The Rhodesian Army considered disbanding the unit altogether , but <unk> when Major de l <unk> convinced his superiors that his remaining men were still loyal and eager to continue serving .",1
Sister Wives is an American reality television series broadcast on TLC that began airing in 2010 .,"The show documents the life of a polygamist family , which includes patriarch Kody Brown , his four wives , and their 18 children .",0
Sister Wives is an American reality television series broadcast on TLC that began airing in 2010 .,"<unk> Smith of Eurogamer criticized the game for a number or reasons , including bad stylus recognition , boring gameplay , terrible graphics and rigged , repetitive mini @-@ games .",1
"Georges <unk> — best known under the pen name Hergé — was employed as editor and illustrator of Le Petit Vingtième ( "" The Little Twentieth "" ) , a children 's supplement to Le Vingtième Siècle ( "" The Twentieth Century "" ) , a <unk> Roman Catholic , conservative Belgian newspaper based in Hergé 's native Brussels .","Run by the <unk> Norbert Wallez , the paper described itself as a "" Catholic Newspaper for Doctrine and Information "" and disseminated a far @-@ right , fascist viewpoint .",0
"Georges <unk> — best known under the pen name Hergé — was employed as editor and illustrator of Le Petit Vingtième ( "" The Little Twentieth "" ) , a children 's supplement to Le Vingtième Siècle ( "" The Twentieth Century "" ) , a <unk> Roman Catholic , conservative Belgian newspaper based in Hergé 's native Brussels .",It has <unk> speech and better graphics in the form of greater details and number of colours .,1
His <unk> work Pornographic Apathetic deals with four people recounting pornographic film dialog in a state of apathy .,"Pornographic Apathetic was featured in numerous movie festivals , and received eight film awards as well as critical acclaim .",0
His <unk> work Pornographic Apathetic deals with four people recounting pornographic film dialog in a state of apathy .,= HMS Comet ( <unk> ) =,1
"Isabella Mary Beeton ( née Mayson ; 14 March 1836 – 6 February 1865 ) , also known as Mrs Beeton , was an English journalist , editor and writer .","Her name is particularly associated with her first book , the 1861 work Mrs Beeton 's Book of Household Management .",0
"Isabella Mary Beeton ( née Mayson ; 14 March 1836 – 6 February 1865 ) , also known as Mrs Beeton , was an English journalist , editor and writer .",""" Sandwich Day "" brought in an average of 5 @.",1
"Traditionally , Ireland is subdivided into four provinces : <unk> ( west ) , Leinster ( east ) , Munster ( south ) , and Ulster ( north ) .","In a system that developed between the 13th and 17th centuries , Ireland has 32 traditional counties .",0
"Traditionally , Ireland is subdivided into four provinces : <unk> ( west ) , Leinster ( east ) , Munster ( south ) , and Ulster ( north ) .",Fowler has also stated in other interviews that he is currently completing his coaching licences .,1
"These winds were seen to be an <unk> by forecasters and discarded , however .","The system attained its maximum winds of 65 mph ( 100 km / h ) by 18 : 00 UTC ( 1 : 00 p.m. CDT ) and subsequently made landfall just northeast of Matagorda , Texas at 22 : 00 UTC ( 5 : 00 p.m. CDT ) .",0
"These winds were seen to be an <unk> by forecasters and discarded , however .","The guns were housed in <unk> C / 1912 mounts on the first two ships , and in <unk> C / 1913 mounts on Hindenburg .",1
"Nearly two weeks later it was reported that the beach of the small fishing town of Petit <unk> was hit by a localised tsunami shortly after the earthquake , probably as a result of an underwater slide , and this was later confirmed by researchers .",At least three people were swept out to sea by the wave and were reported dead .,0
"Nearly two weeks later it was reported that the beach of the small fishing town of Petit <unk> was hit by a localised tsunami shortly after the earthquake , probably as a result of an underwater slide , and this was later confirmed by researchers .","Simon Archer and Marcus <unk> , biographers of Gerry Anderson , compare this device favourably to a film trailer .",1
"The medley starts off with "" Vintage Clothes "" , which McCartney "" sat down one day "" to write , that was "" looking back , [ and ] looking back . ""","It was followed by the bass @-@ led "" That Was Me "" , which is about his "" school days and teachers "" , the medley , as McCartney stated , then "" progressed from there . """,0
